id	linkkey	aidkey	bidkey	decision
4048	99-71-28-008331_99-69-28-001676	99-71-28-008331	99-69-28-001676	confirm
4049	99-71-28-008439_99-69-10-000070	99-71-28-008439	99-69-10-000070	confirm
4050	99-71-28-008450_99-67-10-000531	99-71-28-008450	99-67-10-000531	confirm
4051	99-71-28-008484_99-69-01-001235	99-71-28-008484	99-69-01-001235	confirm
4052	99-71-28-008486_99-67-10-001395	99-71-28-008486	99-67-10-001395	confirm
4053	99-71-28-008517_99-69-10-001361	99-71-28-008517	99-69-10-001361	confirm
4054	99-71-28-008523_99-67-10-001450	99-71-28-008523	99-67-10-001450	confirm
4055	99-71-28-008711_99-67-10-005052	99-71-28-008711	99-67-10-005052	confirm
4056	99-71-28-008751_99-67-10-005596	99-71-28-008751	99-67-10-005596	confirm
4057	99-71-28-008753_99-69-10-004648	99-71-28-008753	99-69-10-004648	confirm
4058	99-71-28-008756_99-67-10-005647	99-71-28-008756	99-67-10-005647	confirm
4059	99-71-28-008792_99-69-10-004626	99-71-28-008792	99-69-10-004626	confirm
4060	99-71-28-008799_99-67-10-005718	99-71-28-008799	99-67-10-005718	confirm
4061	99-71-28-008829_99-69-10-004693	99-71-28-008829	99-69-10-004693	confirm
4062	99-71-28-008837_99-69-10-004714	99-71-28-008837	99-69-10-004714	confirm
4063	99-71-28-008842_99-67-10-005857	99-71-28-008842	99-67-10-005857	confirm
4064	99-71-28-008864_99-67-10-006066	99-71-28-008864	99-67-10-006066	confirm
4065	99-71-28-008955_99-69-10-006006	99-71-28-008955	99-69-10-006006	confirm
4066	99-71-28-009148_99-69-28-008212	99-71-28-009148	99-69-28-008212	confirm
4067	99-71-28-009309_99-69-10-003390	99-71-28-009309	99-69-10-003390	confirm
4068	99-71-28-009367_99-69-28-008432	99-71-28-009367	99-69-28-008432	confirm
4069	99-71-28-009455_99-69-28-008528	99-71-28-009455	99-69-28-008528	confirm
4070	99-71-28-009609_99-69-28-008706	99-71-28-009609	99-69-28-008706	confirm
4071	99-71-28-009682_99-67-10-000531	99-71-28-009682	99-67-10-000531	confirm
4072	99-71-28-009731_99-69-28-003126	99-71-28-009731	99-69-28-003126	confirm
4073	99-71-28-009733_99-67-10-007213	99-71-28-009733	99-67-10-007213	confirm
4074	99-71-28-009799_99-69-10-006442	99-71-28-009799	99-69-10-006442	confirm
4075	99-71-28-009829_99-69-10-006468	99-71-28-009829	99-69-10-006468	confirm
4076	99-71-28-009834_99-69-10-006476	99-71-28-009834	99-69-10-006476	confirm
4077	99-71-28-009849_99-69-10-006579	99-71-28-009849	99-69-10-006579	confirm
4078	99-71-28-009880_99-69-10-006658	99-71-28-009880	99-69-10-006658	confirm
4079	99-71-28-009915_99-69-28-008780	99-71-28-009915	99-69-28-008780	confirm
4080	99-71-28-009966_99-69-28-008831	99-71-28-009966	99-69-28-008831	confirm
4081	99-71-28-009971_99-69-28-008836	99-71-28-009971	99-69-28-008836	confirm
4082	99-71-28-010079_99-69-28-008945	99-71-28-010079	99-69-28-008945	confirm
4083	99-71-28-010097_99-69-28-008963	99-71-28-010097	99-69-28-008963	confirm
4084	99-71-28-010105_99-69-28-008971	99-71-28-010105	99-69-28-008971	confirm
4085	99-71-28-010114_99-67-28-007093	99-71-28-010114	99-67-28-007093	confirm
4086	99-71-28-010119_99-69-28-008985	99-71-28-010119	99-69-28-008985	confirm
4087	99-71-28-010363_99-69-28-009230	99-71-28-010363	99-69-28-009230	confirm
4088	99-71-28-010405_99-69-28-009274	99-71-28-010405	99-69-28-009274	confirm
4089	99-71-28-010442_99-69-28-009312	99-71-28-010442	99-69-28-009312	confirm
4090	99-71-28-010470_99-69-28-009340	99-71-28-010470	99-69-28-009340	confirm
4091	99-71-28-010523_99-69-28-009394	99-71-28-010523	99-69-28-009394	confirm
4092	99-71-28-010530_99-69-01-000275	99-71-28-010530	99-69-01-000275	confirm
4093	99-71-28-010599_99-69-28-009469	99-71-28-010599	99-69-28-009469	confirm
4094	99-71-28-010600_99-69-28-009470	99-71-28-010600	99-69-28-009470	confirm
4095	99-71-28-010601_99-69-28-009471	99-71-28-010601	99-69-28-009471	confirm
4096	99-71-28-010622_99-69-28-009492	99-71-28-010622	99-69-28-009492	confirm
4097	99-71-28-010623_99-69-28-009493	99-71-28-010623	99-69-28-009493	confirm
4098	99-71-28-010669_99-69-28-009539	99-71-28-010669	99-69-28-009539	confirm
4099	99-71-28-010670_99-69-28-009540	99-71-28-010670	99-69-28-009540	confirm
4100	99-71-28-010688_99-69-28-009559	99-71-28-010688	99-69-28-009559	confirm
4101	99-71-28-010691_99-69-28-009562	99-71-28-010691	99-69-28-009562	confirm
4102	99-71-28-010725_99-69-28-009596	99-71-28-010725	99-69-28-009596	confirm
4103	99-71-28-010738_99-67-28-007696	99-71-28-010738	99-67-28-007696	confirm
4104	99-71-28-010744_99-69-28-009615	99-71-28-010744	99-69-28-009615	confirm
4105	99-71-28-010753_99-69-28-009624	99-71-28-010753	99-69-28-009624	confirm
4106	99-71-28-010795_99-69-28-009667	99-71-28-010795	99-69-28-009667	confirm
4107	99-71-28-010823_99-69-28-009697	99-71-28-010823	99-69-28-009697	confirm
4108	99-71-28-010824_99-69-28-009698	99-71-28-010824	99-69-28-009698	confirm
4109	99-71-28-010825_99-69-28-009699	99-71-28-010825	99-69-28-009699	confirm
4110	99-71-28-010826_99-69-28-009700	99-71-28-010826	99-69-28-009700	confirm
4111	99-71-28-010827_99-69-28-009701	99-71-28-010827	99-69-28-009701	confirm
4112	99-71-28-010828_99-69-28-009702	99-71-28-010828	99-69-28-009702	confirm
4113	99-71-28-010829_99-69-28-009703	99-71-28-010829	99-69-28-009703	confirm
4114	99-71-28-010830_99-69-28-009704	99-71-28-010830	99-69-28-009704	confirm
4115	99-71-28-010831_99-69-28-009705	99-71-28-010831	99-69-28-009705	confirm
4116	99-69-01-000003_99-69-10-000074	99-69-01-000003	99-69-10-000074	confirm
4117	99-69-01-000007_99-69-10-000276	99-69-01-000007	99-69-10-000276	confirm
4118	99-69-01-000010_99-67-10-004076	99-69-01-000010	99-67-10-004076	confirm
4119	99-69-01-000019_99-69-10-000126	99-69-01-000019	99-69-10-000126	confirm
4120	99-69-01-000036_99-67-01-000038	99-69-01-000036	99-67-01-000038	confirm
4121	99-69-01-000040_99-69-10-004027	99-69-01-000040	99-69-10-004027	confirm
4122	99-69-01-000043_99-69-10-005325	99-69-01-000043	99-69-10-005325	confirm
4123	99-69-01-000102_99-67-01-000110	99-69-01-000102	99-67-01-000110	confirm
4124	99-69-01-000123_99-69-10-002114	99-69-01-000123	99-69-10-002114	confirm
4125	99-69-01-000127_99-66-01-000140	99-69-01-000127	99-66-01-000140	confirm
4126	99-69-01-000134_99-66-01-000147	99-69-01-000134	99-66-01-000147	confirm
4127	99-69-01-000135_99-66-01-000148	99-69-01-000135	99-66-01-000148	confirm
4128	99-69-01-000160_99-66-01-000174	99-69-01-000160	99-66-01-000174	confirm
4129	99-69-01-000164_99-69-10-000915	99-69-01-000164	99-69-10-000915	confirm
4130	99-69-01-000168_99-69-10-002155	99-69-01-000168	99-69-10-002155	confirm
4131	99-69-01-000173_99-67-13-000092	99-69-01-000173	99-67-13-000092	confirm
4132	99-69-01-000175_99-69-10-006410	99-69-01-000175	99-69-10-006410	confirm
4133	99-69-01-000179_99-67-01-000184	99-69-01-000179	99-67-01-000184	confirm
4134	99-69-01-000181_99-67-01-000186	99-69-01-000181	99-67-01-000186	confirm
4135	99-69-01-000187_99-69-10-004170	99-69-01-000187	99-69-10-004170	confirm
4136	99-69-01-000204_99-67-01-000210	99-69-01-000204	99-67-01-000210	confirm
4137	99-69-01-000215_99-69-10-005550	99-69-01-000215	99-69-10-005550	confirm
4138	99-69-01-000234_99-67-07-000020	99-69-01-000234	99-67-07-000020	confirm
4139	99-69-01-000240_99-67-01-000247	99-69-01-000240	99-67-01-000247	confirm
4140	99-69-01-000241_99-69-10-004254	99-69-01-000241	99-69-10-004254	confirm
4141	99-69-01-000256_99-67-01-000263	99-69-01-000256	99-67-01-000263	confirm
4142	99-69-01-000258_99-67-01-000265	99-69-01-000258	99-67-01-000265	confirm
4143	99-69-01-000275_99-66-10-012382	99-69-01-000275	99-66-10-012382	confirm
4144	99-69-01-000318_99-67-01-000325	99-69-01-000318	99-67-01-000325	confirm
4145	99-69-01-000320_99-66-01-000346	99-69-01-000320	99-66-01-000346	confirm
4146	99-69-01-000327_99-67-01-000335	99-69-01-000327	99-67-01-000335	confirm
4147	99-69-01-000331_99-67-01-000339	99-69-01-000331	99-67-01-000339	confirm
